sample_id	file_name
TCGA-CK-4951-01A-01R-1410-07	f62519fa-7479-4e20-9ae4-d57f8a1e0e64.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3818-01A-01R-0905-07	bf93be3e-d4f1-4efb-9841-ca8ad81b237e.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3697-11A-01R-1723-07	e563c3cd-6f05-4ab0-9579-90686b7561e8.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-A00O-01A-02R-A089-07	94e6fbec-4eff-4ea5-a815-540bfbc8293b.rna_seq.augmented_star_gene_counts.tsv
TCGA-A6-2682-11A-01R-A32Z-07	dd2b52ba-d990-4d04-b070-c385de438ba8.rna_seq.augmented_star_gene_counts.tsv
TCGA-A6-A5ZU-01A-11R-A28H-07	1ab4a652-7fde-4128-ade4-0a1c56eede64.rna_seq.augmented_star_gene_counts.tsv
TCGA-F4-6463-01A-11R-1723-07	9ca22f6c-326b-4844-8e7d-fb076c7e1067.rna_seq.augmented_star_gene_counts.tsv
TCGA-CM-6170-01A-11R-1653-07	d422cd50-9c99-49bb-8a83-988af190126e.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3543-01A-01R-0826-07	526e2e75-cc0e-4c03-916c-908fbc271854.rna_seq.augmented_star_gene_counts.tsv
TCGA-CM-6678-01A-11R-1839-07	0177d00d-7d3f-43c8-8d0f-e6333e73efa4.rna_seq.augmented_star_gene_counts.tsv
TCGA-AD-6889-01A-11R-1928-07	c6b8ebf0-1000-41c9-9d72-5d0cd07e7255.rna_seq.augmented_star_gene_counts.tsv
TCGA-G4-6306-01A-11R-1774-07	f4aa57d8-df4c-4fee-979a-0f981c8762da.rna_seq.augmented_star_gene_counts.tsv
TCGA-CM-6162-01A-11R-1653-07	ffe7358d-31b2-4d92-93eb-0a88abaf2dca.rna_seq.augmented_star_gene_counts.tsv
TCGA-A6-5656-01B-02R-A277-07	d1447a31-64bb-4e70-ae50-eeff7a605f38.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3660-11A-01R-1723-07	2db6d1af-ff0c-468f-a056-cf278a0bbf7c.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3494-01A-01R-1410-07	edfd0bb8-1993-4cee-977e-6ad3de05d72e.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3955-01A-02R-1022-07	518420d3-dfdf-4163-99a4-2b8d7a04056c.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-A01S-01A-21R-A083-07	a7d1fe23-5255-4daa-a6a9-fe2f67491323.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3860-01A-02R-0905-07	6f043250-acea-4315-8400-a172214c84c7.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3538-01A-01R-0821-07	576325e7-0f30-406c-9147-80e3edcf8b57.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3542-01A-02R-1873-07	f844415e-ca2a-4837-b050-06775fdb2ed5.rna_seq.augmented_star_gene_counts.tsv
TCGA-D5-6932-01A-11R-1928-07	3a957f25-6238-495b-97a8-383d1d89c411.rna_seq.augmented_star_gene_counts.tsv
TCGA-F4-6461-01A-11R-1774-07	f65f4ed5-9726-4eff-8638-63752686d2c9.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3975-01A-01R-1022-07	9176b038-65e3-469d-a867-d99bc732e45d.rna_seq.augmented_star_gene_counts.tsv
TCGA-F4-6704-11A-01R-1839-07	6c7a6119-e82e-4fc1-b3ce-cc3c62ce7f7e.rna_seq.augmented_star_gene_counts.tsv
TCGA-F4-6459-01A-11R-1774-07	34a7b3e9-caae-48d1-97a4-2bcb00fa2383.rna_seq.augmented_star_gene_counts.tsv
TCGA-5M-AAT4-01A-11R-A41B-07	064ec215-7600-4e5d-be51-e757284f3e54.rna_seq.augmented_star_gene_counts.tsv
TCGA-D5-5541-01A-01R-1653-07	479512bb-9444-4bea-b644-3f56094f443e.rna_seq.augmented_star_gene_counts.tsv
TCGA-G4-6297-01A-11R-1723-07	21196229-e39e-4846-be58-a1055b3ae50e.rna_seq.augmented_star_gene_counts.tsv
TCGA-AY-A54L-01A-11R-A28H-07	1ac3f1b2-5b83-470c-b1d3-d35d813f3e65.rna_seq.augmented_star_gene_counts.tsv
TCGA-4T-AA8H-01A-11R-A41B-07	1e409782-57e3-42ab-8952-678a4cdb6b2f.rna_seq.augmented_star_gene_counts.tsv
TCGA-F4-6807-01A-11R-1839-07	ec054d40-e5b8-496a-8c99-5e7f88f2cf37.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3870-01A-01R-1022-07	007344ca-2cc3-4837-9b44-824040f7ac16.rna_seq.augmented_star_gene_counts.tsv
TCGA-A6-6654-01A-21R-1839-07	f22cfa82-a346-4fed-bc81-21a29bf990ee.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3544-01A-01R-1873-07	cddceb59-733b-48d1-9b75-46c9949f7794.rna_seq.augmented_star_gene_counts.tsv
TCGA-A6-2685-11A-01R-A32Z-07	86912ac6-a602-492c-8d84-037c9fd614de.rna_seq.augmented_star_gene_counts.tsv
TCGA-A6-2684-01A-01R-A278-07	19645f04-0021-4b2d-ad56-b1342c6ca519.rna_seq.augmented_star_gene_counts.tsv
TCGA-AZ-6607-01A-11R-1839-07	94f6e4f5-2447-4f1f-9f36-411f1c25a172.rna_seq.augmented_star_gene_counts.tsv
TCGA-AA-3947-01A-01R-1022-07	66b4502b-d393-4664-a317-430ec1ad4b3b.rna_seq.augmented_star_gene_counts.tsv
